E,eV	dN/dE,part/eV
0	0,201
5	0
10	0,201
15	0
20	0
25	0
30	0
35	0
40	0
45	0,201
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0,201
90	0
95	0
100	0
105	0
110	0
115	0,201
120	0
125	0
130	0
135	0,201
140	0,201
145	0
150	0
155	0
160	0
165	0
170	0
175	0
180	0
185	0
190	0
195	0
200	0
205	0
210	0
215	0
220	0
225	0,201
230	0
235	0
240	0
245	0
250	0,201
255	0
260	0
265	0
270	0
275	0
280	0
285	0
290	0,201
295	0,201
300	0
305	0
310	0,201
315	0
320	0,201
325	0,201
330	0
335	0
340	0,201
345	0
350	0
355	0
360	0
365	0
370	0
375	0
380	0
385	0,201
390	0
395	0
400	0,6
405	0
410	0
415	0
420	0
425	0,201
430	0
435	0,201
440	0,201
445	0
450	0,201
455	0
460	0
465	0
470	0,201
475	0,201
480	0,201
485	0
490	0
495	0
500	0
505	0,801
510	0
515	0
520	0
525	0
530	0,201
535	0
540	0,201
545	0
550	0
555	0
560	0
565	0,201
570	0,201
575	0,201
580	0
585	0
590	0
595	0
600	0,201
605	0,201
610	0
615	0
620	0
625	0
630	0
635	0
640	0
645	0
650	0
655	0
660	0
665	0,201
670	0
675	0
680	0
685	0,201
690	0
695	0
700	0
705	0
710	0
715	0
720	0,401
725	0
730	0
735	0,201
740	0
745	0
750	0
755	0
760	0
765	0
770	0,201
775	0
780	0,401
785	0
790	0
795	0
800	0,201
805	0
810	0
815	0
820	0,201
825	0,201
830	0,6
835	0
840	0
845	0
850	0,201
855	0,201
860	0
865	0,201
870	0
875	0,401
880	0,401
885	0
890	0,201
895	0
900	0,201
905	0,401
910	0,401
915	0
920	0
925	0,201
930	0,401
935	0,201
940	0
945	0
950	0
955	0
960	0
965	0,201
970	0
975	0
980	0
985	0,201
990	0
995	0
1000	0
1005	0,201
1010	0,201
1015	0,401
1020	0
1025	0,401
1030	0
1035	0,201
1040	0,201
1045	0
1050	0
1055	0
1060	0
1065	0,201
1070	0,201
1075	0,201
1080	0
1085	0,201
1090	0
1095	0,201
1100	0,201
1105	0,201
1110	0
1115	0
1120	0
1125	0
1130	0
1135	0
1140	0
1145	0
1150	0
1155	0,401
1160	0,201
1165	0
1170	0,401
1175	0
1180	0,201
1185	0
1190	0,6
1195	0
1200	0
1205	0
1210	0
1215	0
1220	0
1225	0
1230	0
1235	0,201
1240	0
1245	0
1250	0
1255	0
1260	0
1265	0,201
1270	0
1275	0,6
1280	0,201
1285	0,201
1290	0,201
1295	0,201
1300	0,201
1305	0,201
1310	0,201
1315	0,201
1320	0,401
1325	0
1330	0
1335	0,401
1340	0,201
1345	0
1350	0,401
1355	0
1360	0,201
1365	0
1370	0
1375	0,201
1380	0
1385	0,401
1390	0
1395	0,201
1400	0,201
1405	0,201
1410	0
1415	0
1420	0
1425	0,201
1430	0,201
1435	0
1440	0,201
1445	0,201
1450	0
1455	0,401
1460	0
1465	0
1470	0
1475	0,6
1480	0
1485	0
1490	0
1495	0
1500	0
1505	0,201
1510	0
1515	0,201
1520	0
1525	0,201
1530	0
1535	0
1540	0
1545	0
1550	0,201
1555	0
1560	0
1565	0
1570	0
1575	0,201
1580	0,201
1585	0,401
1590	0
1595	0
1600	0
1605	0
1610	0,201
1615	0,201
1620	0,201
1625	0
1630	0
1635	0
1640	0,801
1645	0,201
1650	0,201
1655	0
1660	0
1665	0,401
1670	0
1675	0
1680	0
1685	0
1690	0,201
1695	0
1700	0
1705	0,401
1710	0,201
1715	0
1720	0
1725	0
1730	0
1735	0
1740	0,201
1745	0
1750	0
1755	0
1760	0,201
1765	0
1770	0
1775	0
1780	0
1785	0
1790	0,401
1795	0
1800	0,201
1805	0,401
1810	0
1815	0
1820	0
1825	0,201
1830	0,201
1835	0
1840	0
1845	0,401
1850	0,201
1855	0,201
1860	0
1865	0,201
1870	0
1875	0
1880	0
1885	0,6
1890	0,201
1895	0
1900	0
1905	0
1910	0
1915	0
1920	0
1925	0,401
1930	0,201
1935	0,201
1940	0
1945	0,201
1950	0
1955	0,401
1960	0
1965	0,801
1970	0,201
1975	0
1980	0,6
1985	0
1990	0
1995	0
2000	0
2005	0
2010	0
2015	0
2020	0,401
2025	0
2030	0,201
2035	0,801
2040	0
2045	0
2050	0
2055	0,201
2060	0
2065	0
2070	0
2075	0
2080	0,6
2085	0,201
2090	0
2095	0
2100	1
2105	0,401
2110	0
2115	0
2120	0,201
2125	0,401
2130	0
2135	0,401
2140	0
2145	0
2150	0,401
2155	0
2160	0
2165	0,201
2170	0,201
2175	0
2180	0
2185	0
2190	0
2195	0,401
2200	0
2205	0,201
2210	0
2215	0
2220	0
2225	0
2230	0,201
2235	0
2240	0
2245	0,201
2250	0
2255	0,201
2260	0
2265	0
2270	0,201
2275	0
2280	0,201
2285	0,401
2290	0,201
2295	0,201
2300	0
2305	0,201
2310	0
2315	0,401
2320	0
2325	0
2330	0
2335	0
2340	0,401
2345	0,201
2350	0,201
2355	0
2360	0,201
2365	0
2370	0
2375	0,401
2380	0
2385	0
2390	0
2395	0
2400	0
2405	0,401
2410	0,201
2415	0,201
2420	0
2425	0,401
2430	0
2435	0
2440	0
2445	0
2450	0,201
2455	0,201
2460	0
2465	0
2470	0,201
2475	0,201
2480	0,401
2485	0
2490	0
2495	0
2500	0
2505	0,201
2510	0,201
2515	0
2520	0,201
2525	0
2530	0
2535	0
2540	0
2545	0
2550	0
2555	0
2560	0
2565	0
2570	0,6
2575	0
2580	0,401
2585	0,401
2590	0
2595	0
2600	0
2605	0
2610	0
2615	0,401
2620	0,201
2625	0
2630	0,201
2635	0
2640	0,401
2645	0
2650	0
2655	0
2660	0
2665	0
2670	0
2675	0
2680	0
2685	0
2690	0,201
2695	0
2700	0,401
2705	0
2710	0,201
2715	0
2720	0,201
2725	0
2730	0
2735	0,401
2740	0
2745	0
2750	0
2755	0
2760	0
2765	0,401
2770	0
2775	0
2780	0,201
2785	0,201
2790	0
2795	0
2800	0,201
2805	0
2810	0,201
2815	0
2820	0
2825	0,401
2830	0
2835	0,201
2840	0
2845	0,201
2850	0
2855	0
2860	0,401
2865	0
2870	0
2875	0,401
2880	0
2885	0
2890	0,401
2895	0
2900	0
2905	0,401
2910	0,201
2915	0,401
2920	0,201
2925	0,201
2930	0,201
2935	0
2940	0,201
2945	0,201
2950	0,201
2955	0
2960	0
2965	0
2970	0,201
2975	0
2980	0
2985	0,401
2990	0,201
2995	0,201
3000	0,6
3005	0,6
3010	0
3015	0
3020	0
3025	0
3030	0
3035	0,401
3040	0,201
3045	0,6
3050	0
3055	0
3060	0,201
3065	0,201
3070	0,201
3075	0,401
3080	0
3085	0,201
3090	0
3095	0
3100	0,201
3105	0,401
3110	0,6
3115	0
3120	0,201
3125	0,201
3130	0,401
3135	0,401
3140	0
3145	0
3150	0,201
3155	0
3160	0,201
3165	0
3170	0
3175	0,201
3180	0
3185	0,201
3190	0
3195	0
3200	0
3205	0
3210	0,201
3215	0
3220	0
3225	0,401
3230	0
3235	0
3240	0
3245	0,401
3250	0
3255	0
3260	0
3265	0
3270	0
3275	0
3280	0,401
3285	0,6
3290	0,201
3295	0,201
3300	0
3305	0,201
3310	0
3315	0,201
3320	0
3325	0,201
3330	0
3335	0
3340	0,201
3345	0
3350	0,401
3355	0,201
3360	0,201
3365	0,201
3370	0,401
3375	0
3380	0,401
3385	0
3390	0,201
3395	0,401
3400	0
3405	0
3410	0,201
3415	0
3420	0
3425	0
3430	0
3435	0,201
3440	0
3445	0
3450	0
3455	0,201
3460	0,401
3465	0
3470	0,201
3475	0
3480	0
3485	0
3490	0,201
3495	0,401
3500	0,401
3505	0
3510	0
3515	0,201
3520	0
3525	0,6
3530	0,401
3535	0
3540	0
3545	0,201
3550	0
3555	0,401
3560	0,201
3565	0
3570	0,201
3575	0,201
3580	0
3585	0,201
3590	0
3595	0
3600	0,201
3605	0
3610	0,401
3615	0
3620	0,201
3625	0
3630	0
3635	0
3640	0
3645	0
3650	0,401
3655	0,201
3660	0
3665	0,401
3670	0
3675	0,201
3680	0,401
3685	0,401
3690	0,401
3695	0,201
3700	0,201
3705	0,201
3710	0
3715	0,401
3720	0
3725	0
3730	0
3735	0,401
3740	0
3745	0
3750	0
3755	0
3760	0,6
3765	0,201
3770	0
3775	0
3780	0
3785	0,201
3790	0
3795	0,801
3800	0
3805	0
3810	0,201
3815	0
3820	0
3825	0
3830	0,201
3835	0,201
3840	0,201
3845	0,401
3850	0,401
3855	0,201
3860	0
3865	0,801
3870	0,401
3875	0,201
3880	0,201
3885	0
3890	0,201
3895	0,201
3900	0
3905	0,201
3910	0
3915	0,401
3920	0,201
3925	0
3930	0
3935	0,201
3940	0
3945	0,201
3950	0
3955	0
3960	0,401
3965	0,401
3970	0
3975	0,201
3980	0,201
3985	0,201
3990	0
3995	0
4000	0,401
4005	0,201
4010	0
4015	0,201
4020	0,401
4025	0,201
4030	0
4035	0,401
4040	0,201
4045	0,401
4050	0,201
4055	0,6
4060	0,401
4065	0,201
4070	0
4075	0,401
4080	0,201
4085	0
4090	0,401
4095	0
4100	0,201
4105	0
4110	0,201
4115	0,401
4120	0
4125	0
4130	0,401
4135	0,201
4140	0
4145	0,201
4150	0,201
4155	0
4160	0
4165	0,201
4170	0,201
4175	0,201
4180	0
4185	0,6
4190	0,201
4195	0,201
4200	0,201
4205	0,401
4210	0,401
4215	0
4220	0,401
4225	0
4230	0,201
4235	0,801
4240	0,401
4245	0
4250	0,201
4255	0,201
4260	0,201
4265	0,401
4270	0
4275	0,6
4280	0,201
4285	0,201
4290	0,201
4295	0,201
4300	0
4305	0,201
4310	0,201
4315	0,401
4320	0,201
4325	0,6
4330	0
4335	0,201
4340	0
4345	0
4350	0,401
4355	0,201
4360	0,201
4365	0,201
4370	0,201
4375	0,401
4380	0
4385	0
4390	0,201
4395	0
4400	0
4405	0,201
4410	0,401
4415	0,201
4420	0
4425	0
4430	0,801
4435	0,801
4440	0
4445	0,201
4450	0,201
4455	0
4460	0,401
4465	0,201
4470	0,201
4475	0,401
4480	0,401
4485	0,201
4490	0
4495	0
4500	0,6
4505	0,201
4510	0
4515	0,201
4520	0
4525	0,201
4530	0
4535	0,401
4540	0,6
4545	0
4550	0,401
4555	0,6
4560	0,6
4565	0,201
4570	0,6
4575	0
4580	0
4585	0,201
4590	0,201
4595	0,201
4600	0,201
4605	0
4610	0,201
4615	0
4620	0,201
4625	0
4630	0,6
4635	0
4640	0,201
4645	0,201
4650	1
4655	0
4660	0,6
4665	0,201
4670	0
4675	0,401
4680	0,401
4685	0
4690	0,201
4695	0,201
4700	0,201
4705	0
4710	0
4715	0
4720	0,201
4725	0
4730	0
4735	1
4740	0
4745	0,401
4750	0
4755	0,201
4760	0,401
4765	0
4770	0,6
4775	0,201
4780	0,201
4785	0
4790	0,801
4795	0,201
4800	0,201
4805	0,201
4810	0,201
4815	0
4820	0,401
4825	0,201
4830	0,401
4835	0,801
4840	0
4845	0,201
4850	0,201
4855	0
4860	0
4865	0
4870	0,401
4875	0,401
4880	0,801
4885	0,401
4890	0,201
4895	0
4900	0,401
4905	0,401
4910	0
4915	0,401
4920	0,201
4925	0
4930	0
4935	0,401
4940	1
4945	0,201
4950	0,401
4955	0
4960	0
4965	0,6
4970	0,6
4975	0,401
4980	0,201
4985	0,201
4990	0
4995	0,201
5000	0,201
5005	0,6
5010	0,401
5015	0,401
5020	0,801
5025	0,201
5030	0,6
5035	0,6
5040	0,201
5045	0
5050	0
5055	0,401
5060	0,401
5065	0,201
5070	0,6
5075	0,6
5080	0,6
5085	0
5090	0,6
5095	0,201
5100	0,201
5105	0,801
5110	0,401
5115	0,201
5120	0,201
5125	0,201
5130	0,401
5135	0,201
5140	0,201
5145	0,201
5150	0,201
5155	0
5160	0
5165	0,201
5170	0,201
5175	0
5180	0,201
5185	0,401
5190	0,401
5195	0,401
5200	0,6
5205	0,801
5210	0
5215	0,401
5220	0,401
5225	0,201
5230	0,201
5235	0,401
5240	0,6
5245	0,201
5250	0,201
5255	0,6
5260	0,6
5265	0,201
5270	0,401
5275	0
5280	0
5285	0,201
5290	0,201
5295	0,201
5300	0,6
5305	0,6
5310	0,201
5315	0,801
5320	0,401
5325	0,201
5330	0,201
5335	0,401
5340	0,801
5345	0,201
5350	0,201
5355	0,201
5360	0
5365	0,201
5370	0,201
5375	0,6
5380	0,6
5385	0,401
5390	0,401
5395	0,401
5400	0
5405	0
5410	0,401
5415	0,401
5420	0,401
5425	0
5430	1
5435	1
5440	1
5445	0
5450	0,401
5455	0
5460	1,2
5465	0,801
5470	0,201
5475	0,201
5480	0,201
5485	1,601
5490	0,801
5495	0,6
5500	0,401
5505	0
5510	0
5515	0,401
5520	0,201
5525	0,801
5530	0
5535	0,401
5540	0,401
5545	0,201
5550	0
5555	0,201
5560	0,801
5565	0,201
5570	0,6
5575	0,6
5580	0,201
5585	1
5590	0,6
5595	0
5600	0,401
5605	0,201
5610	0,401
5615	0,6
5620	0,401
5625	0
5630	0,401
5635	0
5640	0,401
5645	0,801
5650	0,401
5655	0,6
5660	0,801
5665	0,6
5670	0,801
5675	0,801
5680	0,801
5685	0,401
5690	0,401
5695	0,6
5700	0,201
5705	0,201
5710	0,401
5715	0,401
5720	0
5725	0,401
5730	1
5735	0,201
5740	0,201
5745	0
5750	0,401
5755	0,6
5760	0,201
5765	0,201
5770	1,2
5775	0,401
5780	0,201
5785	1,2
5790	0,6
5795	0,401
5800	0,401
5805	0,6
5810	0,6
5815	1
5820	0,201
5825	0,201
5830	0,401
5835	0,6
5840	0
5845	0,801
5850	0,201
5855	0,201
5860	1
5865	0,6
5870	0,6
5875	1
5880	0,201
5885	0,801
5890	0,6
5895	0,6
5900	1
5905	0,401
5910	0
5915	0,401
5920	0,201
5925	0,401
5930	0,201
5935	0,6
5940	0,401
5945	0,401
5950	0,401
5955	0,801
5960	0
5965	0,801
5970	1
5975	0,201
5980	0,201
5985	0,6
5990	0,6
5995	0,801
6000	0,201
6005	0,401
6010	0,6
6015	0
6020	0,201
6025	0,401
6030	0,801
6035	0,201
6040	0,6
6045	1
6050	0,201
6055	0,201
6060	0,401
6065	0,6
6070	0,6
6075	0,801
6080	0,401
6085	0
6090	0,401
6095	0,201
6100	0,401
6105	0,6
6110	0,6
6115	0
6120	0,6
6125	0,6
6130	0,401
6135	0,6
6140	1
6145	0,6
6150	0,801
6155	0,401
6160	0,201
6165	0,6
6170	0,201
6175	0,201
6180	0,401
6185	0,801
6190	0,6
6195	0,401
6200	0,6
6205	0,801
6210	0,401
6215	0
6220	0,401
6225	0,201
6230	1,2
6235	1
6240	0,401
6245	1
6250	0,401
6255	0,201
6260	0,801
6265	0,801
6270	1,601
6275	0,401
6280	0,201
6285	0,6
6290	1
6295	0,6
6300	0,801
6305	1,2
6310	0,6
6315	0,6
6320	0,401
6325	0,401
6330	0
6335	0,6
6340	1,2
6345	0,6
6350	1
6355	1,2
6360	0,801
6365	0
6370	0,401
6375	0,6
6380	0,801
6385	0,401
6390	0
6395	0,201
6400	0,401
6405	0,401
6410	1
6415	0,401
6420	0,401
6425	1
6430	0,6
6435	0,801
6440	0,201
6445	0,201
6450	1,2
6455	0,401
6460	0,401
6465	1,2
6470	0,201
6475	0,801
6480	0,6
6485	0
6490	0,201
6495	0,6
6500	0,801
6505	0,6
6510	0,6
6515	0,801
6520	1,801
6525	0,401
6530	0,401
6535	0,201
6540	1
6545	1,2
6550	1
6555	0,801
6560	0,6
6565	0
6570	0,401
